company_name,company_rating,industry,size,type,years_old,location
Pan India,4.9,,,Public,,Pune
Gl1 Innomold,3.8,,11-50 Employees,,,Pune
The Solitaire,4.2,,201-500 Employees,,16,Pune
Girikand Travels,4.2,Travel & Tourism,51-200 Employees,,47,Pune
Cermet Resistronics,2.4,,51-200 Employees,,,Pune
MERU INDUSTRIES,4.1,,,,,Pune
Splash Fashions,3.3,Fashion & Textile,51-200 Employees,,31,Pune
Daksh eServices,3.7,BPO,501-1k Employees,,,Pune
Namdeo Umaji Agritech (I),4.1,,51-200 Employees,,,Pune
Agis,3.2,,51-200 Employees (Global),,,Pune
Gatetutor(india),2.8,,,,,Pune
Prohaktiv,4.4,Financial Services,,,16,Pune
Fenix Process Technologies,3.3,Financial Services,51-200 Employees,,,Pune
Data Link Consultancy,3.7,Recruitment,11-50 Employees,,30,Pune
Darode-Jog Properties,4.5,Financial Services,,,,Pune
Cloudmantra,1.6,IT Services & Consulting,,,12,Pune
IntelliVision Technologies,4.2,IT Services & Consulting,11-50 Employees,,,San Jose
Zamil,3.9,Financial Services,201-500 Employees,,104,Al Khobar
Sonora Software,4.9,Financial Services,,,,Pune
Syska Gadget Secure,3.5,Insurance,201-500 Employees,,10,Pune
Aavanira Biotech,4.0,,,,,Pune
Cipy Polyurethanes,3.1,Financial Services,201-500 Employees,,,Pune
Werardt Systemss,4.2,Financial Services,11-50 Employees,,,Pune
BIG Animation,3.5,Animation & VFX,201-500 Employees,,17,Pune
Sunrise Instruments,4.0,,11-50 Employees,,16,Pune
Climate Connect,4.2,Power,11-50 Employees (Global),,14,Delhi/NCR
Thornton Tomasetti,4.3,Architecture & Interior Design,1k-5k Employees (Global),,68,New York
Varsha Forgings,2.8,Auto Components,51-200 Employees,,,aurangabad
MahaOnline,4.5,IT Services & Consulting,501-1k Employees (Global),Public,14,Pune
Cerillion,3.7,Internet,201-500 Employees (Global),,25,Pune
Lavazza,3.6,Beverage,1k-5k Employees (Global),,129,Pune
CarIQ,5.0,Internet,11-50 Employees,Startup,11,Pune
"Foresight CFO, Inc.",3.4,,,,,Pune
Blue Ridge,4.0,,,,,Pune
Vcreate Technologies,4.9,,,,,Pune
Vanarai,5.0,,,,,Pune
Venus Dies and Moulds,3.6,,,,,Pune
Rajesh Group,4.4,,51-200 Employees,,,Pune
Pimpri Chinchwad College of Engineering,3.4,Education & Training,11-50 Employees,,,Pune
Eka Hospitality,2.9,Hospitality,,,,Pune
Anil Plastic & Enterprises,4.2,,,,,Pune
TECHExpert Engineering,3.9,,51-200 Employees,,,Pune
Hindusthan Microfinance,4.2,NBFC,51-200 Employees,,16,Pune
DSM Engineering Plastics,4.8,,10k-50k Employees,,,Pune
Flotech Solutions,4.1,,,,,Pune
Vms Controls,4.5,,,,,Pune
Alphalogic,1.6,IT Services & Consulting,11-50 Employees,Public,16,Pune
Prism Design And Tooling Technology,3.5,,51-200 Employees,,,Pune
Durocrete Engineering Services Pvt Ltd - India,4.4,,,,,Pune
Amtox Data,4.3,,51-200 Employees (Global),,,Pune
Body Power India,1.8,,11-50 Employees,,,Pune
Rajheramb Properties,4.9,Real Estate,51-200 Employees,,,Pune
Haimer,4.5,,,,,Pune
Kudale Instruments,5.0,,51-200 Employees,,,Pune
Gokhale Institute of Politics and Economics,4.3,Education & Training,51-200 Employees,,,Pune
Ahmednagar Forgings,5.0,,,,,Pune
Cassiopae Solutions,4.1,,,,,Pune
JSM Technologies,2.6,,,,,Pune
Plazma Technologies,4.3,,51-200 Employees,,,Pune
BJS,4.5,,,,,Pune
Swal Corporation,4.1,Agro Chemicals,11-50 Employees,,45,Pune
AES,3.8,,51-200 Employees,Forbes Global 2000,,Pune
Sigma Technologies,3.8,,,,,Pune
Jawa Motorcycles,3.1,,51-200 Employees,,95,Pune
Upase Automation & Controls,4.7,,1-10 Employees,,,Pune
WILLOW POLYMERS,2.0,,,,,Pune
Sascon,4.0,,51-200 Employees,,,Pune
Dsquare Tech Impex,3.9,,11-50 Employees,,,Pune
N M WADIA INSTITUTE OF CARDIOLOGY,4.3,Education & Training,201-500 Employees,,,Pune
Aarco Engineering Projects,4.1,,11-50 Employees,,,Pune
Vidyasagar Learning,2.5,,,,,Pune
IUCAA,4.8,,,,,Pune
Aura Innovations,1.0,,,,,Pune
Chamadia Distribution,4.3,,501-1k Employees (Global),,15,Pune
Catalyst Solutions,2.8,IT Services & Consulting,1-10 Employees,,25,Pune
Saki Auto Products,3.6,,51-200 Employees,,39,Pune
Mahesh Sahakari Bank,5.0,Financial Services,,,,Pune
Ness Wadia College of Commerce,4.5,Education & Training,51-200 Employees,,,Pune
Poona Radiators & Oilcoolers,4.4,,201-500 Employees,,,Pune
Websym Technologies,2.0,,,,,Pune
Vaishvik Foods,1.5,,51-200 Employees,,,Pune
Klean Laboratories,4.2,,,,,Pune
Qtork Automation,3.5,,11-50 Employees,,,Pune
Simplicity Creations,3.1,,,Startup,,Pune
Tri-wall Pak,4.1,,51-200 Employees,,23,Pune
Bricklane,3.0,,1-10 Employees (Global),,,Pune
Twinkle IT Solutions,2.1,,11-50 Employees (Global),,,Pune
ddm engineering,3.9,,,,,Pune
Vidyut Urja Equipments,4.5,Industrial Machinery,51-200 Employees,,,Pune
Lighting Concepts,3.4,Architecture & Interior Design,11-50 Employees,,20,Pune
Achieve Hydraulics & Pneumatics,3.9,,51-200 Employees,,,Pune
Ingemetal Solar india,4.5,,,,,Pune
Sadguru Sri Sri Sakhar Karkhana,3.7,,,,,Pune
Kale Group Of Industries,3.9,,51-200 Employees,,,Pune
Yash Plastrotech,3.4,,11-50 Employees (Global),,,Pune
Krehsst Tech Solutions,4.6,Recruitment,51-200 Employees (Global),,,Pune
Pune Adventist Hospital,2.6,,,,,Pune
Profcyma Career Solutions Llp,4.4,,,,,Pune
Galaxy Roofing,3.8,,,,,Pune
Walia Agni Industries,3.0,,,,,Pune
Green Vision Life Sciences,4.2,Agriculture,51-200 Employees,,,Pune
Expat Engineering I,3.9,,51-200 Employees,,,Pune
Tpm Depot,4.5,,51-200 Employees,,,Pune
Mittal Precision Auto Comps,2.9,,,,,Pune
AVA Infotech,4.9,Financial Services,11-50 Employees,,10,Pune
ALLTAKE,3.7,Financial Services,,,,Pune
APM Technologies,3.6,Financial Services,11-50 Employees,,,Pune
Indian Oxides & Chemicals,5.0,,51-200 Employees,,,Pune
Reliance HR Services,4.0,Recruitment,5k-10k Employees,,,Pune
SAI Softek Services,4.7,,51-200 Employees,,,Pune
KOHINOOR TELEVIDEO,3.1,Internet,501-1k Employees,Public,57,Pune
Hardikar Hospital,4.1,,,,,Pune
DMH pune,3.3,,,,,Pune
Drytech Engineers,2.1,,11-50 Employees,,,Pune
Arhan Technologies,4.5,,11-50 Employees,,,pune
Deccan Education Society,4.7,,51-200 Employees,,,Pune
Vital Link Outsourcing,4.6,,,,,Pune
Extreme Automation,3.6,,11-50 Employees,,,Pune
Axpress Logistics,3.4,Logistics,51-200 Employees,,23,Gurgaon/Gurugram
Air Control,4.2,,11-50 Employees,,,pune
Rosler Surfacetech,2.8,,,,,Pune
Weichai Power,3.6,,51-200 Employees,Forbes Global 2000,,Weifang
Pradeep Laminators,4.2,,11-50 Employees,,,Pune
NuvoEx,4.2,Logistics,1k-5k Employees,Startup,11,Gurgaon / Gurugram
iSynergy TechSys,4.0,,,,,Pune
Safe House Security,4.8,,,,,Pune
Jaihind Automation,4.2,,,,,Pune
Exponential Engineering,4.3,Power,51-200 Employees,,,Pune
Panorama Automotive Industries,3.9,,51-200 Employees,,,Pune
Autolounge,4.6,,,,,Pune
Toyam Technologies,4.7,,11-50 Employees,,,Pune
Proton Metalcrafts,3.9,,51-200 Employees,,,Pune
Viskan Logistics Services,4.3,Logistics,51-200 Employees,,12,Bangalore / Bengaluru
Vishwakarma Institute of Information Technology,3.2,,,,,Pune
Hashtrix Technologies Pvt.Ltd,5.0,,11-50 Employees (Global),,13,Pune
BrainSIS Engineering Solution,4.1,,11-50 Employees (Global),,,Pune
Dhupar Brothers Trading,3.4,,11-50 Employees,,,Pune
Concur Designs Private Limited,1.1,,11-50 Employees,,22,Pune
Samarth Comprehensive Civil Consultancy,4.8,,,,,Pune
Enkei Castalloy,5.0,,,,,Pune
Nypun Toolings & Press Components,4.1,,,,,Pune
NLPL,4.7,,,,,Pune
PCM CLOUDTECH,5.0,,,,,Pune
PAVETECH CONSULTANTS,3.6,,,,,Pune
Varma Infra,3.1,,,,,Pune
Gastrolab India,5.0,,,,,Pune
Sukrut Electric,1.1,,,,,Pune
Buzzle Software Solutions,5.0,Software Product,11-50 Employees,,24,Pune
Aryaman Technologies,3.6,,,,,Pune
SunEdge Mkt,4.4,,,,,Pune
Hematite Infotech (OPC),4.3,,,,,Pune
Reva Process Technologies,4.6,Oil & Gas,11-50 Employees,,10,Pune
"College of Military Engineering, Pune",4.7,Education & Training,,,,Pune
Softhub Technologies,4.6,,,,,Pune
PDCC Bank ATM,3.1,Financial Services,,,107,Pune
Briot Technologies,4.4,,11-50 Employees,,,Pune
CodeTentacles,3.9,,,,,Pune
Manasi Pressings,4.1,,,,,Pune
The Good Juicery,3.3,,,,12,Pune
Bookganga,3.0,,11-50 Employees,,,Pune
FlytBase Labs,2.8,Industrial Automation,51-200 Employees,Startup,7,Pune
V T Palresha & Co,4.9,,,,,Pune
GIGANTE TECHNOLOGIES,3.5,,11-50 Employees,,,Pune
Parchure Engineers,3.5,,,,,Pune
ASETS LUX CONSULTING,1.0,,,,,Pune
ATQ METRO,5.0,,,,,Pune
DLRC,2.3,,,,,Pune
Straits Business Group,2.9,Analytics & KPO,1-10 Employees,,,Pune
TESTQ Technologies,3.5,Software Product,11-50 Employees,,,Pune
Pilon Engineering,3.4,,,,,Pune
STEMM One Cloudworks,3.1,Software Product,1-10 Employees,Startup,2,Pune
Tekzop,5.0,Software Product,11-50 Employees,,,Pune
ANG Software,4.5,,,,,Pune
Pratibha International School,1.6,Education & Training,11-50 Employees,,,Pune
The Shelar TVS,4.8,,,,,Pune
Elite Sheet Metal Works,4.8,Metals & Mining,,,,Pune
Procem Engineers India,4.5,,,,,Pune
Architectural Energy Solutions,3.8,Power,,,,Pune
Nixie Engineers,3.8,,,,,Pune
Lets Talk Institute,3.7,Education & Training,1-10 Employees,,,Pune
Pitasys Softwares,4.3,,,,,Pune
Xcentia Systems,1.6,,11-50 Employees (Global),,,Pune
Entrib Analytics Technology,4.1,Analytics & KPO,11-50 Employees,,,Pune
Isg Hospitality Services,1.8,,11-50 Employees,,,Pune
Kimayaa Automation,3.0,,11-50 Employees,,,Pune
Trans Tech Turnkey,4.4,Engineering & Construction,501-1k Employees (Global),,,Pune
Global Hospital Pune India,3.8,,51-200 Employees,,12,Pune
Hotel Aurora Towers,5.0,,51-200 Employees,,,Pune
Vikson Spring,4.4,,11-50 Employees,,,Pune
Jaldoot Material Handling,4.5,,,,,Pune
Armed Forces Tribunal,4.9,Government,11-50 Employees,,17,Pune
Magnum Opus It Consulting,3.2,IT Services & Consulting,51-200 Employees,,14,Pune
Arrk Tooling Sermo,1.6,Industrial Machinery,,,,Pune
Nahar Integrated System Services,1.6,,51-200 Employees,,,Pune
Suzlon Structures,4.5,,51-200 Employees,,,Pune
Pate Developers,2.7,,51-200 Employees,,,Pune
Skynet WebTech,3.7,,11-50 Employees (Global),,,Pune
Aeon Software,3.0,IT Services & Consulting,11-50 Employees (Global),,22,Pune
Clover Realty And Infrastructure,4.7,,501-1k Employees,,,Pune
Fujikura,4.8,Education & Training,51-200 Employees (Global),,,Pune
HCL Training and Staffing Services,3.1,Education & Training,11-50 Employees,,9,Pune
NISA Group Of Companies,3.7,Legal,51-200 Employees,,51,Pune
Ssk Pvt.ltd,3.7,,,,,Pune
Aphron Infotech,4.6,,,,,Pune
A P Associates,3.6,,51-200 Employees,,30,Pune
Climate Connect Technologies,4.2,,,,,Pune
DemandMatrix,3.9,IT Services & Consulting,11-50 Employees,,9,Pune
Earth HVAC (OPC),3.8,,,,,Pune
Techsys Informatics,5.0,,,,,Pune
D K V & Associates,4.7,,,,,Pune
Concepo Engineering & Technologies,4.9,,,,,Pune
Vidyashilp Public School,4.7,Education & Training,51-200 Employees,,,Pune
OPTITAX'S Consulting LLP,4.7,,11-50 Employees,,,Pune
Axiom Market Research & Consulting,3.7,Analytics & KPO,51-200 Employees,,,Pune
Usource Data Service,2.3,IT Services & Consulting,51-200 Employees,,8,Pune
SBRS Machines,4.4,,,,,Pune
Agrosiaa Agricommodities Online Services LLP,3.0,,11-50 Employees,,,Pune
GF Machining Solutions,4.3,,51-200 Employees,,,Pune
Rapidera Technologies,4.0,,,,,Pune
SkF Ball Bearing,4.1,,,,,Pune
Symbiosis Law School,3.7,Education & Training,51-200 Employees,,,Pune
VAIBHAV INDUSTRIES,4.7,,11-50 Employees,,,Pune
American Home Mortgage Servicing India,4.9,,,,,Pune
Springer India,3.0,Printing & Publishing,,,,Pune
Svenska Technologies,4.7,Retail,,,,Pune
Symphony Fintech,4.3,FinTech,51-200 Employees,,,Pune
Splash Fashions,3.3,Fashion & Textile,51-200 Employees,,31,Hyderabad / Secunderabad
Daksh eServices,3.7,BPO,501-1k Employees,,,Gurgaon / Gurugram
Payline India Accounting Services,3.4,,,,,Pune
Rajarshi Shahu College of Engineering,4.3,Education & Training,,,,Pune
Ratna Gears,4.5,,11-50 Employees,,,Pune
SSOM International Foods,3.1,,51-200 Employees,,,Pune
Powertorc,3.8,,,,,Pune
DUROFIT TECHNOLOGIES,5.0,,,,,Pune
Prodigy Public School,2.4,Education & Training,,,,Pune
IACSD (Institute for Advanced Computing and Software Development),3.6,,,,26,Pune
Sanhita Infotech,4.6,IT Services & Consulting,,,,Pune
Koike Cutting & Welding,4.6,,51-200 Employees,,,Pune
Bitwin Technology,4.5,,,,,Pune
Grawlix Software,3.8,Software Product,,,,Pune
Aera Gas Control Systems,2.9,,,,,Pune
Ashwini International School,4.4,Education & Training,,,,Pune
GIBots,3.2,,,,,Pune
KINETIC TIAGENE ELECTRICAL,2.9,,1k-5k Employees,,,Pune
Keywordio,3.0,,11-50 Employees,,,Pune
Shelter Associates,4.6,,,,,Pune
S.Q.U.A.T.S.,4.1,Fitness & Wellness,51-200 Employees,Startup,9,Pune
Sidhyati Technology Solutions,4.1,,51-200 Employees,,,Pune
Three D Magic Info Solutions,2.2,,,,,Pune
Arronics Infotech,3.8,,,,,Pune
Codepix Solutions,3.5,,,,,Pune
Prop Solutions4u Private Limited,4.6,Real Estate,51-200 Employees,,8,Bangalore / Bengaluru
Iceburg Hospitality & Entertainment,3.8,,,,,Pune
Hamd Machine Tool Solutions,3.6,,,,,Pune
Worksymphony,4.7,Recruitment,11-50 Employees,,7,Hyderabad / Secunderabad
Digitech Magic,5.0,,,,,Pune
deAsra Foundation,2.9,,11-50 Employees,,,Pune
Weblogicx,4.6,,,,,Pune
Aarya Technical Consulting Services,4.4,Software Product,11-50 Employees,,,Pune
Aman Setu My School,3.7,,,,,Pune
Mithsagar Electronics Systems,3.4,,,,,Pune
Avatu,4.1,,,,,Pune
N.P Infraprojects,3.9,,,,,Pune
Onkar Diesel Works,2.6,,,,,Pune
Savan IB Autowings,4.0,,,,,Pune
MeGo Technologies,3.6,,,,,Pune
Classic Electric,4.9,,,,,Pune
Dynamic Trans System,4.0,,,,,Pune
Daedalus Lift & Access Equipments,2.3,,,,,Pune
Artgrami Creative Marketing,4.6,,,,,Pune
The Tech Cubes,1.8,,,,,Pune
Flexagon Technosolutions,4.6,,10k-50k Employees,,,Pune
Aicence IT Solutions,3.8,,,,,Pune
DemandCircle,3.5,,,,,Pune
New Yatharth Construction,2.5,,,,,Pune
Smartedge Technologies,3.6,,11-50 Employees,,,Pune
Artcode,4.5,,,,,Pune
Mechispike Solutions,4.8,,,,,Pune
UG Life Style,3.1,,11-50 Employees,,,Pune
HCCR K.K.,3.5,,,,,Pune
Kesseboehmer Furniture Fittings,4.8,,11-50 Employees,,,Pune
Blueberry IT Solutions Consulting,3.8,Recruitment,201-500 Employees,,7,Pune
Sarvaha Systems,5.0,IT Services & Consulting,11-50 Employees,,13,Pune
Talensetu Services,5.0,Recruitment,51-200 Employees (Global),,,Pune
Contizant Technologies,4.1,IT Services & Consulting,11-50 Employees,,6,Pune
AND India,3.9,,,,,Pune
Nucleosys Technologies,4.4,,51-200 Employees,,13,Pune
Touchcore Systems,4.0,,,,,Pune
SCALABLE CONSULTING AND SOLUTIONS,5.0,,,,,Pune
Cloudpoint Systems,3.6,,,,,Pune
Omni Rebar,5.0,,,,,Pune
P K Infraproject,3.6,,,,,Pune
Prostar Micronova Power Systems,2.7,Power,,,,Pune
Chitrali Properties,3.7,Real Estate,11-50 Employees,,,Pune
Finite Four Technology,3.2,,,,,Pune
Avanzens Consultancy Servcies,4.7,,,,,Pune
Prop Solutions4u Private Limited,4.6,Real Estate,51-200 Employees,,8,Pune
Anand Impex,3.9,,51-200 Employees,,,Pune
KHS Infotech,4.9,,,,,Pune
Credible Markets,3.0,,,,,Pune
RegenApps Clouds,4.6,IT Services & Consulting,11-50 Employees,,7,Pune
Sanpri Technologies,3.3,,,,,Pune
SPHAR Enterprise,4.7,,,,,Pune
CyberMeru Technologies,4.3,IT Services & Consulting,11-50 Employees,Startup,5,Pune
Enticesoft,4.6,,,,,Pune
Probitas Business Solutions,4.5,,,,,Pune
Top Mentor,4.8,EdTech,51-200 Employees,,,Pune
Tej Agrotech,4.3,,,,,Pune
GenePath Diagnostics,3.7,,,,,Pune
Shri Vibracion Technologies,4.2,,11-50 Employees,,,Pune
Gentrack,2.4,Internet,,,35,Pune
ProError Software Solutions,4.9,,,,,Pune
AGS Visions,2.4,Auto Components,11-50 Employees,,,Pune
Hive Pro,4.0,,,,,Pune
Albot Technologies,2.0,IT Services & Consulting,11-50 Employees (Global),,7,Pune
1E9 Advisors,4.7,Software Product,1-10 Employees,,7,Pune
Fare Ladder,3.4,,,,,Pune
Brinton Healthcare,3.5,,,,,Pune
Starglazze Film Television Academy,3.9,,,,,Pune
Goanny Technologies,2.6,,,,,Pune
iCloudEMS,2.3,,,,,Pune
Sunil Patil & Associates,4.0,,,,,Pune
3 Dots Design,2.5,,1-10 Employees,,,Pune
APG Learning,3.8,Education & Training,11-50 Employees (Global),,11,Pune
Aew Infotech,4.7,,,,,Pune
DeFacto Veritas,4.4,,,,,Pune
Accord Autocomp,3.2,,,,,Pune
Technodry System Engineering,4.4,,,,,Pune
Maximize Market Research,1.6,,,,,Pune
BluBoxx Communication,4.8,,51-200 Employees,,,Pune
AddMatrix,4.8,,,,,Pune
Affluent Infotech,4.2,,11-50 Employees,,,Pune
Shavish HR & Digital Marketing,4.0,Marketing & Advertising,11-50 Employees (Global),,7,Pune
Blueprints Design Consulting Services,4.0,,,,,Pune
Rhythmflows,2.9,,,,,Pune
Codesplice Technologies,4.8,,,,,Pune
PDB Technologies and Solutions,3.7,,,,,Pune
Causis Group,2.8,,,,,Pune
Shework,4.8,,,,,Pune
Ezio Infotech,4.8,,,,,Pune
Arieotech Solutions,4.8,IT Services & Consulting,51-200 Employees,,4,Pune
Chemvap Engineering Private Limited,3.5,Metals & Mining,11-50 Employees,,6,Pune
Resincap Technology And Services,5.0,,,,,Pune
VDC CONSULTANTS,4.6,,,,,Pune
WhiteSnow,4.1,IT Services & Consulting,51-200 Employees,,,Pune
Fullstack Guru,3.8,,,,,Pune
Demand Infotech Solutions,3.6,,51-200 Employees,,,Pune
Quadrogen,3.7,,,,,Pune
Unique Infracon,4.0,,,,,Pune
G. K. Alloys,4.2,,,,,Pune
DigitalLancers,4.5,IT Services & Consulting,51-200 Employees,,9,Pune
Bitsmith Technologies,4.5,,,,,Pune
Dhariwal And Chhoriya Developers Llp,2.9,,,,,Pune
Kundlik Automation,4.7,,,,,Pune
Dhone KIA,4.6,,,,,Pune
Rathi Engineering,4.4,,,,,Pune
Embed Square Solutions,4.3,,,,,Pune
Gyl Digital Solution,4.5,,,,,Pune
Spira Tours,5.0,,,,,Pune
Ambroasian Research & Development,4.7,,,,,Pune
Tokyo Info Solutions (India),3.1,,201-500 Employees,,,Pune
NZ Solutions,4.0,,,,,Pune
Teknic Toolings,4.8,,,,,Pune
Damco Engineering India,3.8,,,,,Pune
Rajmata Jijau Shikshan Prasarak Mandal,4.7,,,,,Pune
Sankalp Technologies,4.7,,,,,Pune
BJ Government Medical College,3.2,Education & Training,,,,Pune
Anzil Soft,4.9,,,,,Pune
Gati Automation,2.5,,,,,Pune
The Sparks Foundation,4.3,Education & Training,1k-5k Employees,,8,Singapore
Codevian Technologies,4.6,IT Services & Consulting,11-50 Employees,,6,Pune
HTF Market Intelligence,3.1,,,,,Pune
Vistta Cosmetics,3.9,,51-200 Employees,,,Pune
Synefra Infrastructures,4.6,Real Estate,51-200 Employees,,,Pune
OYO Life,3.6,Internet,1k-5k Employees,,,Gurgaon / Gurugram
Krawlnet Technologies,4.5,,,,,Pune
PNG Brothers,3.7,,51-200 Employees,,,Pune
Digital Trainee,3.9,,,,,Pune
Daksh IT Solutions,4.6,IT Services & Consulting,,,14,Pune
Marathwada Mitra Mandal's Institute of Technology,4.5,Education & Training,,,,Pune
Pristine Surface Coating,5.0,,,,,Pune
Repos Iot India,4.6,,,,,Pune
CR Properties,3.8,,1k-5k Employees,,,Pune
IRSHA,3.1,,,,,Pune
Demandify Media,2.3,Media & Entertainment,51-200 Employees,,,Pune
Grium,3.8,,,,,Pune
Hiqmarc Global Services,5.0,,,,,Pune
Gaftech Revolution,4.6,,,,,Pune
Schrader Duncan,3.8,,,,,Pune
SA Tech Software,4.6,IT Services & Consulting,201-500 Employees,,,Pune
CSM Software,4.0,IT Services & Consulting,51-200 Employees,,32,Bangalore / Bengaluru
Okaya Power,3.8,Electrical Equipment,501-1k Employees,,37,Kolkata
Script Build Software,4.8,,,,,Pune
Mithi Software Technologies,4.1,IT Services & Consulting,11-50 Employees,,25,Bangalore / Bengaluru
Greenpeace,3.8,Non-Profit,51-200 Employees,,23,Pune
IIHT,3.9,,1k-5k Employees,,31,Pune
TC Global,3.9,EdTech,201-500 Employees,,29,Pune
SecureThings,3.1,,,,,Pune
RMC Readymix,3.8,Building Material,501-1k Employees,,28,Pune
NexGen Cloud,4.4,,,,,Pune
Periwinkle Technologies,3.5,Internet,11-50 Employees (Global),Startup,11,Pune
Maruti Suzuki Arena KTL,4.2,,11-50 Employees,,,Pune
Orion Edutech,3.3,EdTech,5k-10k Employees,,18,Pune
Government Polytechnic Nagpur,4.0,Education & Training,1k-5k Employees,State,110,Pune
Aditya Infotech,4.2,IT Services & Consulting,501-1k Employees,,30,Pune
Ideal Insurance Brokers,3.4,Insurance,51-200 Employees,,19,Pune
Kalyani Strategic Management Services,3.8,,,,,Pune
Britannia Dairy,4.1,,,,,Pune
SIPL,4.1,IT Services & Consulting,501-1k Employees (Global),,41,Pune
TekGeminus,2.7,,,,,Pune
Pangea Global Services,4.6,,,,,Pune
Gajendra Corporation,4.5,,,,,Pune
Muthoot Housing Finance Company,4.1,NBFC,501-1k Employees,,14,Pune
@home,4.3,Furniture & Furnishing,501-1k Employees (Global),,19,Pune
RLE International,3.5,Auto Components,1k-5k Employees (Global),,19,Pune
Getronics,4.0,IT Services & Consulting,201-500 Employees,,137,Pune
Plada Infotech Services,3.7,IT Services & Consulting,11-50 Employees,,14,Pune
Sciemetric,4.3,,51-200 Employees,,15,Pune
Sharada Industries,4.5,,51-200 Employees,,,Pune
Micropark Logistics,4.2,Logistics,1k-5k Employees,,,Pune
IDBI Capital,3.5,Financial Services,51-200 Employees,Public,31,Pune
ABCI Infrastructures,3.6,Engineering & Construction,51-200 Employees,,31,Pune
iOG Solutions,4.3,Oil & Gas,11-50 Employees,,11,Pune
Sfc Solutions,3.9,,501-1k Employees,,,Pune
Market Expertise,4.0,,11-50 Employees (Global),,11,Pune
Janatics India,4.1,Industrial Automation,501-1k Employees,,47,Pune
Ghatge Patil Transports,4.6,Logistics,51-200 Employees,,66,Pune
Cogent E Services,3.3,BPO,10k-50k Employees,Conglomerate,20,Pune
Watson Chalin India,3.9,,,,,Pune
MyMoneyMantra,3.4,Internet,1k-5k Employees,,35,Pune
S.V.S REFCOMP,4.3,,501-1k Employees,,,Pune
BlueStream,4.4,Telecom,51-200 Employees,,51,Pune
Application Software Technology,4.4,IT Services & Consulting,201-500 Employees,,,Pune
Progility Technologies,3.8,IT Services & Consulting,51-200 Employees,,12,Hyderabad / Secunderabad
Numerator,4.1,Emerging Technologies,1k-5k Employees,,20,Vadodara
Jawed Habib Hair & Beauty,4.1,Retail,1k-5k Employees,Public,18,Hyderabad / Secunderabad
Tela Sourcing,4.3,,501-1k Employees (Global),,17,Pune
Rheinmetall Group,4.5,,,,,Pune
Symtronics Automation,2.6,,51-200 Employees,,54,Pune
Starkenn Technologies,3.2,,,,,Pune
Thinkanalytics,4.7,Software Product,11-50 Employees,,,Mumbai
Aayush Corporation,4.3,,11-50 Employees,,,Pune
MindWorx Software Services,2.6,IT Services & Consulting,51-200 Employees (Global),,14,Pune
Siemens Rail Automation,3.8,Industrial Automation,,,,Hyderabad / Secunderabad
Jemkon,3.5,,51-200 Employees,,,Pune
Tata Trusts,4.3,Non-Profit,201-500 Employees,,132,Pune
Telecom Network Solutions,4.3,Telecom,501-1k Employees,,23,Pune
Abhyudaya Co-operative Bank,4.2,Banking,51-200 Employees,,60,Pune
SkyOnn Technologies,4.5,Financial Services,201-500 Employees,,,Pune
HeapTrace,1.9,Financial Services,51-200 Employees (Global),,13,Pune
Briq,2.4,,,,,Pune
SI-UK,3.8,EdTech,51-200 Employees,,18,Pune
iVenus,3.4,Retail,501-1k Employees,,25,Pune
TechNex Technologies,1.9,,,,,Pune
Incredible Technologies,3.1,Gaming,51-200 Employees (Global),,39,Pune
Institute of Advance Network Technology,3.0,Education & Training,1k-5k Employees,,25,Ahmedabad
Curtiss-Wright,4.1,,,,,Pune
Cryoviva Biotech,3.3,Biotechnology,501-1k Employees,,18,Chennai
Insight Quality Services,4.1,Analytics & KPO,11-50 Employees (Global),,33,Pune
Win Medicare,4.0,Pharma,501-1k Employees,,19,Chennai
Urja Bio System,3.0,,11-50 Employees,,,Pune
Labindia Instruments,3.9,Industrial Automation,51-200 Employees,,42,Chennai
Trw Sun Steering Wheels,3.7,,201-500 Employees,,,Pune
Pillar IT Services,4.0,,,,,Pune
BBD University,3.6,Financial Services,10k-50k Employees (Global),,14,Pune
MG Motor,4.0,Automobile,1k-5k Employees,,100,Pune
Aadifidelis Solutions,3.5,,,,,Pune
iOCFO Consulting,4.0,,,,,Pune
Borm Bruckmeier Infotech,2.7,,,,,Pune
Evershine Build India,4.1,,,,,Pune
Spry Therapeutics,2.3,,,,,Pune
Thinking Hut IT Solutions,4.6,IT Services & Consulting,51-200 Employees (Global),,14,Pune
Sistema Shyam Teleservices,4.9,Telecom,1k-5k Employees,,29,Pune
Size Control Gauge & Tools,4.5,Non-Profit,11-50 Employees (Global),,,Pune
Newageit Technologies,4.0,IT Services & Consulting,51-200 Employees,,4,Pune
SPCL Infotech,4.4,,,,,Pune
Anura Infotech,4.0,,,,,Pune
Shreemeera Electronic Services,3.7,,51-200 Employees,,,Pune
Cooper Lybranth Consultancy Services,3.4,Recruitment,51-200 Employees,,12,Pune
Merino Laminates,4.0,Consumer Electronics & Appliances,51-200 Employees,,50,Pune
Pawar Public School,4.7,Education & Training,201-500 Employees,,,Pune
The Palladium,3.7,,,,,Pune
Mother Dairy Fruit & Vegetable,4.2,Food Processing,1k-5k Employees,,50,Pune
IPSCOM Returnable,4.1,,,,,Pune
WisdmLabs,4.4,IT Services & Consulting,51-200 Employees,,12,Pune
Krishna Maruti,4.0,Auto Components,1k-5k Employees,,30,Pune
